href,comments,timestamp,ig_user
,@italogiullian te amoooo,1564463194,@soucaos
,Que trabalho maravilhoso👏👏,1564338483,@trowfilmes
,C,1564327940,@matheustomoto
,Coisa mais lindaaa essa mulher,1564234490,@clediniuda
,@_nataliaoliveira___ assassino,1564069176,@oprogramador_
,@italogiullian Fred tá no céu. Respeita,1564069050,@oprogramador_
,@italogiullian 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 smp nos ouvindo esses. Menos o siri,1564068943,@oprogramador_
,Envia para Pernambuco ?,1563723191,@rubensdettogni_dr.smart
,@italogiullian @ninaewilly @hitalocosta__,1563716993,@nandasouzatattoo
,E por falar em belezaaaaaa,1563658277,@duusabino
,Uma coisa linda,1563462582,@taylaalima
,Jamais impunes!!!!!!!,1563408591,@del.brunolima
,Apaixonada tb,1563205229,@__starangel
,Encantada estou,1563205222,@__starangel
,Coisas maissss lindasssss,1563205219,@__starangel
,Afffffffffff,1563205143,@__starangel
,Qnddd viiii,1563205140,@__starangel
,Deiiiiiiiiii um gritoooooo,1563205132,@__starangel
,Queriaaaaáaaaaa,1563190712,@anabarcelos_closet
,Melhor composit,1563190697,@anabarcelos_closet
,Coisa mais lindaaaa,1563190654,@anabarcelos_closet
,Sonho de consumo,1563190639,@anabarcelos_closet
,Queriaa p vidaaaaa,1563190610,@anabarcelos_closet
,Melhores looks,1563190586,@anabarcelos_closet
,Sim,1563066239,@lojassuryaacessorios
,"Há vítimas. O meio ambiente é vítima, a nossa água e solo contaminados são vítimas. Os animais são vítimas. Como não há vítimas ?",1562887413,@hansenoficial
,@italogiullian @luziarodriguesenfermagem @elainesilva9843,1562721003,@nandasouzatattoo
,Queriaaaaaa ter esse tipo de crime dentro de casa 💓,1561909973,@del.brunolima
,@italogiullian  com esse apoio eu vou até a luaaaaaa te amo,1561899972,@soucaos
,@italogiullian  menino cabeceador lindo,1561863400,@tntsportsbr
,"@italogiullian Deus me livre, mas quem me dera",1561863356,@tntsportsbr
,O menino mais lindo,1561387790,@olgazevedo
,@pedrobringel.4 😡,1561294824,@fuxiquiane
,@pedrobringel.4 tu é a pessoa que come tudo,1561288475,@fuxiquiane
,"É cada uma, viu.",1559962956,@del.brunolima
,Parabéns e felicidades millll🙌,1559920639,@thayse_olliveira20
,@italogiullian @ms.finese @edilane_ribeiro01,1559761106,@growthsupplements
,Mulher mais linda que já vi,1559614379,@edilanecsr
,@italogiullian quero,1559169720,@afetompb
,@italogiullian desejo,1559169713,@afetompb
,@italogiullian também espero que sempre seja,1559169708,@afetompb
,Minha sensibilidade 💓💓,1559095893,@pazeequilibrio
,Ainda bem que o mundo tem profissionais como vocês 💙💙💙💙💙,1558643781,@del.brunolima
,@elainesilva9843 @ms.finese,1558578081,@kaiooliveira
,@ms.finese,1558404138,@lojassuryasalgueiro
,@ms.finese,1558404133,@lojassuryasalgueiro
,@ms.finese,1558404128,@lojassuryasalgueiro
,@ms.finese,1558404106,@lojassuryasalgueiro
,"@italogiullian já dizia Nando reis e eu reproduzo : espero que o tempo passe, espero que a semana acabe, pra que eu possa te ver dnv... espero que o tempo voe e que você retorne pra que eu possa te abraçar e te beijarrr de novo 💓💓💓💓 te amo muito. Morro de sdd tds os dias",1558288648,@darmaespiritual
,@gabriel.barrosc agora me mostra onde ta isso ai q tu ta falando,1557981209,@mineducacao
,"@gabriel.barrosc esse valor retirado está sendo em cima do CUSTEIO, de coisas básicas e extremamente necessário",1557981196,@mineducacao
,"@gabriel.barrosc despesas não obrigatórios? Meu cara, se pra vc pessoal da limpeza, luz, água n é obrigatório, sinceramente, não sei oq é.",1557981150,@mineducacao
,"Acordo cedo, contemplo céu  por alguns minutos, depois 15 minutinhos de meditação, banho, café da manhã, construo lista de afazeres do dia e começo a trabalhar 💗",1557115582,@workanabr
,@andriell6 exatamente 💗💗💗,1556858109,@rafahaui
,@andriell6 nós sendo nósssssssss,1556858097,@rafahaui
,@italogiullian,1556681160,@entaomeabracaforte
,"@mrafaelalopes olá, é você? 😂😂",1556590274,@driellydrudi
,@luisamell,1556483424,@amparouricuri
,@luisamell,1556483413,@amparouricuri
,Meu Deus!!!!!!!!!!!!!!!,1556483394,@amparouricuri
,@del.brunolima @luisamell,1556483375,@amparouricuri
,Qual valor do 2 ?,1555442300,@mucambesemijoias
,Isso é uma felicidade sem precedentes,1555344083,@tuitteiros
,@andriell6 to velha já,1555344067,@tuitteiros
,"@andriell6 euuuuuuuu vei, fico flutuando, me sentindo a própria avrillllll laving br",1555344030,@tuitteiros
,@italogiullian  olha os vídeos desse cara,1554893724,@thulliomilionario
,💗,1554593842,@edilanecsr
,"Felicidades, fabin, tu merece!!!",1553643150,@fabioangeloo
,Sempre ficará vivo na nossa memória,1553380385,@valenobrasil
,Ainda não esquecemos,1553380367,@valenobrasil
,🙌,1553043048,@oemputecido
,Eu quero ganhar @elainesilva9843 @andriell6,1552141001,@gabidudusorteios
,EU QUERO GANHAR @ingridjordania.s @italogiullian,1552140843,@gabidudusorteios
,@pedrobringel.4 😂😂😂😂😂😂 só lembro daquele dia q eu levei o fora da menina,1551799516,@vamosrirporra
,@pedrobringel.4 😂😂😂😂😂😂😂😂,1551430937,@100nhordosmemes
,@italogiullian só chorando horrores,1551242251,@soucaos
,Abaixa que é tiro,1551231260,@edilanecsr
,Existe n,1551231255,@edilanecsr
,Ache mulher mais linda,1551231251,@edilanecsr
,O videooo,1550939920,@proteinacomamor
,Me enviaaaaaa,1550939913,@proteinacomamor
,@clickgeo.cursos não achei no link o valor do curso,1549744757,@clickgeo.cursos
,@italogiullian @andriell6 @nivyamarllem,1549592030,@lojassuryaacessorios
,Só pode participar se comprar acima de 50 reais ou comprar acima de 50 na loja só aumenta a chance?,1549587619,@lojassuryaacessorios
,"Ahazadoraaaa, bel",1549407911,@izabeltinin
,NADA AINDAAAAA,1548216346,@mineducacao
,Espero que ao menos estendam o prazo. Pq perdemos o dia já...,1548196191,@mineducacao
,"TA IMPOSSÍVEL, MEC",1548190093,@mineducacao
,QUEM JÁ SE INSCREVEU E FEZ TODO O PROCESSO FAÇAM O FAVOOOOR DE SAIR DO SITEEEE.,1548170168,@mineducacao
,"Parabéns, luana. Desejo-te saúde para correr atrás dos seus objetivos.",1547485095,@luh_kely
,Quaseee,1547434036,@__starangel
,Tô quase indo a nocaute,1547434034,@__starangel
,Aguento n,1547294788,@__starangel
,Ainda tem nesse modelo?,1547065251,@mucambesemijoias
,Lindinhos,1546218287,@luanaci09
,"@italoalbuq_ meu sonho matar sua sdd. Já, já mv",1545253146,@darmaespiritual
,Ainda tem?,1545095043,@povaoshoppingdo
,Ainda tem?,1545095028,@povaoshoppingdo
,@italoalbuq_ nunca houve e nunca existirá ninguém com quem eu mais queira está no mundo te amo smp,1544753938,@planodecasal
,😊,1544220086,@pdv_l
,"@estuda.concurseiraa bote no youtube ""leite é cruel "" e click no vídeo do fala vegan",1544079019,@medicosvegetarianos
,"@isabelasantiago88 olá... bote no youtube "" leite é cruel "" e click no vídeo do fala vegan, lá uma galega explica muito bem a questão do leite.",1544078982,@medicosvegetarianos
,Uma vida para admirar essa mulher que tu é. Parabéns e saúde para o nenê lindo 💗,1543892771,@olgazevedo
,Quero saber onde essa beleza vai parar,1543266169,@bezerraelainee
,Princesa da minha vida,1543266142,@bezerraelainee
,💙,1542848115,@edilanecsr
,💗,1542661037,@taylaalima
,Falta de humanidade é o nome.,1542208875,@compesa_oficial
,"E água em salgueiro que é bom, nada ne? Meu pagamento está em dia, vcs estão em dia com suas obrigações com o povo a quem deve?",1542208857,@compesa_oficial
,"Parabéns, sucesso e saúde pra continuar conquistando seu espaço!!!!",1540992355,@taylaalima
,Coisa lindaaaaaaaaaaa,1540992290,@taylaalima
,@andriell6 queria? Queriaaaaaaa,1540869413,@onlauri
,Merece muito!!!!,1540575974,@nivyamarllem
,💙,1539533408,@edilanecsr
,Coooisa tão lindaa,1539533402,@edilanecsr
,@italoalbuq_ Love u nenê,1539489543,@mpbbrasil_
,"Ai andri, compartilha logo p o pessoal parar de perguntar @andriell6",1539382997,@motivacaoemfrases
,"A próxima você leva. Votei e votaria novamente. Dormir com a consciência tranquila é tudo. Vlw, Ciro. 💙",1538959914,@cirogomes
,"Aaaaaaaaaaaaaaaaa vc n podia ser mais maravilhoso ne, Amaranto. Br  te ama",1538616279,@_rodrigo_amarante
,Coisa linda dms de se verrrrrrrrrr,1538580480,@taylaalima
,@italoalbuq_ te amo muito vida da minha vida,1538360317,@motivacaoemfrases
,Coisas lindas,1538341292,@biig_brubs
,Parabénsssssssss,1536063546,@joaovictorwo
,"Quero ser igual tu qnd eu crescer, viu, bjs",1536063531,@joaovictorwo
,Óleo de cocó que se compra em mercado?,1534710668,@veganicedodia
,Amo você,1534258278,@italogiullian
,Af,1534258275,@italogiullian
,Completamente apaixonada por esse homem. Que continuemos sempre,1534258256,@italogiullian
,Voltaaa e trás teu nenê p eu cheirar,1532999138,@luziarodrigueses
,😍😍😍,1532999121,@luziarodrigueses
,Voltaaaaa,1532998934,@luziarodrigueses
,Muita saúde,1532998932,@luziarodrigueses
,Você está de parabéns,1532998926,@luziarodrigueses
,Que corpo é esse hein,1532998916,@luziarodrigueses
,A saudade desse nenê ta grandeeeeeee,1532998895,@luziarodrigueses
,Sempre galã esse menino,1532737770,@fabioangeloo
,Que espetaculo de mulher,1529685214,@carolfilgueira14
,"@igluca5 😂😂😂😂😂😂😂n é mais skol beats, é só skol agora. Desce redondo",1526434149,@xuxanave
,@andriell6 oq tu precisa,1526260208,@engenheiroporumfio
,💙💙💙💙,1526089988,@ninaewilly
,"Como assim eu entro no teu insta p roubar tua bio e descubro uma notícia dessa. Queeeee linda, parabéns e saúde para essa nova vida que está vindo, florzinha. Mais uma/um para você viciar em los hermanos ...",1525413867,@olgazevedo
,"Uyara, por favor, olha o direct que eu tte mandei",1525246917,@uyaratorrente
,"Uyara, por favorrrrrrr, olha o direct que te enviei",1525246883,@uyaratorrente
,"Uyara, por favor, olha o direct que te mandei, é importante...",1525246841,@uyaratorrente
,"Uyara, porrr favor, olha o direct que te envieei...",1525246803,@uyaratorrente
,@italoalbuq_ sou deusa é,1520872650,@rapnacionalnotopo
,@italoalbuq_ água fria: pulos,1520826007,@amigos_de_luz
,@italoalbuq_  obgd kkkkkkkkkkkkkkk,1520797073,@sincerooficial
,"Mulherão é mulherão, meus amigos",1520517916,@carolfilgueira14
,Pelo que vi esse fato é de 2015,1520401188,@ideologiacoletiva
,@italoalbuq_ oq vc n me pede sorrindo q eu n faço chorandl,1519873305,@tntsportsbr
,Como vc n ama isso @italoalbuq_,1517716655,@feed_delicious
,"@italoalbuq_ insana, porém real",1517188799,@adsdepressao
,"Nossa, isso sim é o tiro que tanto falam",1516984670,@dradanielagoncalves
,@italoalbuq_,1516537846,@blogdaengenharia
,@italoalbuq_ mulher sofre mt ne,1516314221,@alwaysbelrose
,@italoalbuq_ me diga q esse n é lindo p ver,1516311291,@retrieverpuppies
,@italoalbuq_  q ratos hein,1516273128,@dodmemes
,Imagino sempre... só o que faço é imaginar,1515531550,@drmariogustavo
,@italoalbuq_ ser feliz p mim n custa caro,1515169949,@goldenretrievers
,@nataliaoliveiragg @italoalbuq_,1515025499,@adsdepressao
,Conheça pericles @italoalbuq_,1514930742,@naodeixe
,@italoalbuq_ @ninaoliveer @elainesilva9843,1514741790,@rubyrose_oficial
,@italoalbuq_ @edilane_ribeiro01,1514653995,@rubyrose_oficial
,@italoalbuq_ tu,1514638782,@engenheiroporumfio
,Oci mamãe,1514613715,@veganistas.br
,@italoalbuq_ @ingridjordania.s @edilane_ribeiro01,1514501972,@rubyrose_oficial
,@ninaoliveer @nivyamarllem @elainesilva9843,1514482345,@rubyrose_oficial
,@italoalbuq_ @sweet_thamara_ @eukarinateixeira,1514309556,@rubyrose_oficial
,@italoalbuq_ @bellelt_,1513988825,@rubyrose_oficial
,@elismayane98 @ninaoliveer,1513980719,@rubyrose_oficial
,@italoalbuq_ cled só fala bem,1513965404,@opoeteiro
,@elismayane98,1513875637,@rubyrose_oficial
,@elainesilva9843,1513875632,@rubyrose_oficial
,@ingridjordania.s,1513875626,@rubyrose_oficial
,@italoalbuq_,1513875618,@rubyrose_oficial
,@italoalbuq_ obgd por me fazer vê essa beleza de Deus,1513815157,@maisbrasil
,@italoalbuq_ q palmas mais gostosas ne,1513814889,@babadosecretoficial
,@clarabarros_s2 @uedila.santos,1513806189,@rubyrose_oficial
,@adrianaoliveira2824 @beatrizgtorress @bella7maria,1513734804,@rubyrose_oficial
,@ingridjordania.s @elainesilva9843 @laribarros04,1513710324,@rubyrose_oficial
,@ninaoliveer,1513623406,@rubyrose_oficial
,@italoalbuq_,1513554320,@realismo.poetico
,Fixador,1513551732,@rubyrose_oficial
,@millenasantg @micheli8469,1513473087,@rubyrose_oficial
,@beatrizgtorress @malulps,1513458808,@rubyrose_oficial
,@ingridjordania.s @igorlucas97,1513458789,@rubyrose_oficial
,@edilane_ribeiro01 @elainesilva9843,1513458762,@rubyrose_oficial
,Água micelar,1513366348,@rubyrose_oficial
,@ninaoliveer @adrianaoliveira2824,1513280950,@rubyrose_oficial
,@camilla_costa25 @ingridjordania.s,1513280884,@rubyrose_oficial
,@rochacarlae @nivyamarllem,1513261931,@rubyrose_oficial
,@italoalbuq_ @edilane_ribeiro01,1513261893,@rubyrose_oficial
,@thaisgneto @penha.maria07,1513211177,@rubyrose_oficial
,@camilla_costa25 @juliacguimaraes,1513210088,@rubyrose_oficial
,@ninhafsilva @adrianaoliveira2824,1513208489,@rubyrose_oficial
,@elainesilva9843 @edilane_ribeiro01,1513205460,@rubyrose_oficial
,@silviojsmelo @willian_santos_2015,1513189146,@rubyrose_oficial
,@italoalbuq_ @ninaoliveer,1513189011,@rubyrose_oficial
,@beatrizgtorress @ingridjordania.s @peluciinha,1513187921,@rubyrose_oficial
,@malulps @juliacguimaraes @srta_kcg,1513121363,@rubyrose_oficial
,@elaiineflaviane @elainesilva9843 @elainekarolinne,1513118122,@franduartemakeup
,@laishenrique @helithaolivera @helga_thaenia,1513110556,@rubyrose_oficial
,@peluciinha @emanuelaasantoos @sweet_thamara_,1513110193,@rubyrose_oficial
,@ceecirocha @ninaoliveer @luanaci09,1513110156,@rubyrose_oficial
,@elainesilva9843 @ingridjordania.s @edilane_ribeiro01,1513110098,@rubyrose_oficial
,@karllynhab @srta_kcg,1513043325,@rubyrose_oficial
,@ceecirocha @ingridjordania.s,1513043229,@rubyrose_oficial
,@italoalbuq_ @uedila.santos,1513043205,@rubyrose_oficial
,Que tiro,1513030192,@uedila.santos
,@malulps @ingridjordania.s @laribarros04,1513021878,@sandrapinatto
,@elismayane98 @olaviadanielly @izabele_alencarvieira,1513021767,@sandrapinatto
,@nivyamarllem @giuhalbuquerque @elainesilva9843,1513021744,@sandrapinatto
,@italoalbuq_ @cidinhacaldas1 @ninaoliveer,1513021701,@sandrapinatto
,@edilane_ribeiro01  @edilaine.professoraifsertao @gabioliveira_09,1513021623,@sandrapinatto
,@fabiia_alves,1512998734,@joelmabispooficial
,@mraquelramos,1512998709,@joelmabispooficial
,@laribarros04,1512998697,@joelmabispooficial
,@nivyamarllem,1512998637,@joelmabispooficial
,@yasmindias_,1512998615,@joelmabispooficial
,@thynaradantas,1512998606,@joelmabispooficial
,@edilania.pereira.505,1512998590,@joelmabispooficial
,@sunaferreiraa,1512998578,@joelmabispooficial
,@elainesilva9843,1512998568,@joelmabispooficial
,@adriielly_saraiva,1512998561,@joelmabispooficial
,@edilane_ribeiro01,1512998554,@joelmabispooficial
,@_carolinaalencar @sweet_thamara_ @karllynhab,1512997337,@rubyrose_oficial
,@beatrizgtorress @celinapeixoto_ @bella7maria,1512996455,@rubyrose_oficial
,@nivyamarllem @ninaoliveer @gabioliveira_09,1512996385,@rubyrose_oficial
,@duusabino vê qm ta em salgas hj,1512764971,@lojassuryasalgueiro
,@malulps @laribarros04  @ingridjordania.s,1512756191,@rubyrose_oficial
,@elainesilva9843 @ceecirocha @edilane_ribeiro01,1512756013,@rubyrose_oficial
,@italoalbuq_  cai foraaaa klkkkkkkkk sem barriga crescer,1512659746,@maisbrasil
,Kkkkkkkkk boa @italoalbuq_,1512487593,@imec.ti
